1.000000000000000000e+00,7.058193000000000106e-02
1.000000000000000000e+00,5.787737499999999757e-01
1.000000000000000000e+00,4.245324899999999846e-01
1.000000000000000000e+00,5.656243899999999769e-01
1.000000000000000000e+00,1.337273700000000121e-01
1.000000000000000000e+00,1.869682599999999972e-01
1.000000000000000000e+00,9.037209000000000214e-02
1.000000000000000000e+00,1.260975599999999974e-01
1.000000000000000000e+00,1.404768299999999970e-01
1.000000000000000000e+00,6.210359000000000018e-02
1.000000000000000000e+00,3.681259599999999743e-01
1.000000000000000000e+00,2.227726600000000112e-01
0.000000000000000000e+00,7.997438100000000549e-01
0.000000000000000000e+00,9.484387800000000368e-01
0.000000000000000000e+00,4.742683999999999789e-01
0.000000000000000000e+00,8.082536599999999849e-01
0.000000000000000000e+00,8.356956300000000226e-01
0.000000000000000000e+00,4.562191500000000177e-01
0.000000000000000000e+00,7.936428599999999500e-01
0.000000000000000000e+00,8.218115200000000176e-01
0.000000000000000000e+00,4.453128499999999823e-01
0.000000000000000000e+00,6.524534800000000301e-01
0.000000000000000000e+00,6.988420600000000427e-01
0.000000000000000000e+00,6.945512700000000539e-01
