0.000000000000000000e+00,1.901528799999999964e-01
0.000000000000000000e+00,2.387240399999999985e-01
0.000000000000000000e+00,4.270731199999999728e-01
0.000000000000000000e+00,1.530836200000000036e-01
0.000000000000000000e+00,2.951874999999999916e-01
0.000000000000000000e+00,2.347564099999999987e-01
0.000000000000000000e+00,1.788244700000000131e-01
0.000000000000000000e+00,3.632087800000000088e-01
0.000000000000000000e+00,3.350547600000000070e-01
0.000000000000000000e+00,2.026080000000000103e-01
1.000000000000000000e+00,8.204478600000000288e-01
1.000000000000000000e+00,6.975025299999999540e-01
1.000000000000000000e+00,6.027278400000000147e-01
1.000000000000000000e+00,9.032949000000000117e-01
1.000000000000000000e+00,8.694981899999999486e-01
1.000000000000000000e+00,9.736826400000000437e-01
1.000000000000000000e+00,9.728923200000000326e-01
1.000000000000000000e+00,7.535651199999999772e-01
1.000000000000000000e+00,6.518919300000000083e-01
1.000000000000000000e+00,9.523703300000000427e-01
1.000000000000000000e+00,9.152969300000000086e-01
1.000000000000000000e+00,8.458463000000000509e-01
