0.000000000000000000e+00,4.131073299999999948e-01
0.000000000000000000e+00,4.373913799999999963e-01
0.000000000000000000e+00,2.234652500000000042e-01
0.000000000000000000e+00,4.674601700000000082e-01
0.000000000000000000e+00,5.825117699999999843e-01
0.000000000000000000e+00,3.898954099999999978e-01
0.000000000000000000e+00,4.363482599999999878e-01
0.000000000000000000e+00,3.232972599999999752e-01
0.000000000000000000e+00,1.114811999999999921e-02
0.000000000000000000e+00,4.162355699999999992e-01
0.000000000000000000e+00,5.487574100000000010e-01
0.000000000000000000e+00,4.852647199999999827e-01
0.000000000000000000e+00,2.174768300000000099e-01
0.000000000000000000e+00,5.069586000000000231e-02
0.000000000000000000e+00,1.643854800000000005e-01
1.000000000000000000e+00,6.872123799999999560e-01
1.000000000000000000e+00,7.206215400000000049e-01
1.000000000000000000e+00,9.026831199999999500e-01
1.000000000000000000e+00,4.648604299999999911e-01
1.000000000000000000e+00,9.965654099999999849e-01
1.000000000000000000e+00,5.991934500000000163e-01
1.000000000000000000e+00,5.381865900000000202e-01
1.000000000000000000e+00,8.037636999999999698e-01
1.000000000000000000e+00,2.722769999999999913e-01
1.000000000000000000e+00,8.742862599999999818e-01
1.000000000000000000e+00,7.972137200000000146e-01
1.000000000000000000e+00,6.250653900000000540e-01
1.000000000000000000e+00,6.301027700000000342e-01
1.000000000000000000e+00,3.527621699999999860e-01
1.000000000000000000e+00,5.677566400000000346e-01
