0.000000000000000000e+00,3.592956600000000167e-01
0.000000000000000000e+00,6.156212300000000193e-01
0.000000000000000000e+00,7.197468799999999778e-01
0.000000000000000000e+00,2.489329799999999981e-01
0.000000000000000000e+00,1.905671100000000118e-01
0.000000000000000000e+00,8.930848799999999699e-01
0.000000000000000000e+00,7.115553799999999596e-01
0.000000000000000000e+00,9.032580000000000123e-03
0.000000000000000000e+00,5.195053499999999769e-01
0.000000000000000000e+00,7.215330199999999694e-01
0.000000000000000000e+00,4.593606800000000212e-01
0.000000000000000000e+00,2.019722899999999988e-01
0.000000000000000000e+00,6.709272400000000358e-01
0.000000000000000000e+00,8.111134300000000241e-01
1.000000000000000000e+00,6.535942700000000327e-01
1.000000000000000000e+00,7.004458500000000365e-01
1.000000000000000000e+00,6.198351300000000119e-01
1.000000000000000000e+00,8.471657700000000402e-01
1.000000000000000000e+00,8.512387000000000148e-01
1.000000000000000000e+00,8.602312500000000028e-01
1.000000000000000000e+00,7.659327999999999692e-01
1.000000000000000000e+00,7.036224599999999496e-01
1.000000000000000000e+00,7.012761800000000267e-01
1.000000000000000000e+00,8.578748999999999958e-01
1.000000000000000000e+00,8.364184099999999455e-01
1.000000000000000000e+00,6.295949100000000076e-01
1.000000000000000000e+00,9.044536800000000376e-01
