0.000000000000000000e+00,2.934057400000000260e-01
0.000000000000000000e+00,4.734003500000000253e-01
0.000000000000000000e+00,1.580355999999999983e-01
0.000000000000000000e+00,2.999677199999999933e-01
0.000000000000000000e+00,2.411545700000000125e-01
0.000000000000000000e+00,1.617779299999999865e-01
0.000000000000000000e+00,3.555287799999999887e-01
0.000000000000000000e+00,1.886780399999999913e-01
0.000000000000000000e+00,3.814196200000000148e-01
0.000000000000000000e+00,2.036739200000000083e-01
0.000000000000000000e+00,2.641892399999999919e-01
0.000000000000000000e+00,1.628910199999999975e-01
0.000000000000000000e+00,2.777489200000000102e-01
0.000000000000000000e+00,3.201313499999999812e-01
1.000000000000000000e+00,1.345354099999999942e-01
1.000000000000000000e+00,3.947875499999999871e-01
1.000000000000000000e+00,9.662503300000000461e-01
1.000000000000000000e+00,4.768313900000000216e-01
1.000000000000000000e+00,5.122132499999999533e-01
1.000000000000000000e+00,4.893823500000000215e-01
1.000000000000000000e+00,5.709259300000000259e-01
1.000000000000000000e+00,2.185697199999999951e-01
1.000000000000000000e+00,6.277385899999999852e-01
1.000000000000000000e+00,9.045463900000000335e-01
1.000000000000000000e+00,1.940653699999999870e-01
1.000000000000000000e+00,3.206304300000000218e-01
1.000000000000000000e+00,4.545492999999999895e-01
1.000000000000000000e+00,5.757484099999999883e-01
1.000000000000000000e+00,5.584779500000000008e-01
